COMPANY,CITY,PHONE,STATE,STREET,ZIP
VALUEACT CAPITAL,SAN FRANCISCO,4153623700,CA,"ONE LETTERMAN DR., BLDG. D, 4TH FLR.",94129
VANTAGE REAL ESTATE,SAN FRANCISCO,4157661132,CA,1980 UNION ST.,94123
VARIAN DESIGNS,SAN FRANCISCO,9179150605,CA,2200 PALOU AVE.,94124
"VERITABLE VEGETABLE, INC.",SAN FRANCISCO,4156413500,CA,1100 CESAR CHAVEZ ST.,94124
VERIZON,SAN FRANCISCO,4154174290,CA,360 SPEAR STREET,94105
VIA MEDIA,SAN FRANCISCO,4155528040,CA,,
VINTAGE JOY,SAN FRANCISCO,4153504460,CA,"150 FRANKLIN ST., #201",94102
"VIR BIOTECHNOLOGY, INC.",SAN FRANCISCO,,CA,"499 ILLINOIS ST., STE. 500",94158
VISA INC.,SAN FRANCISCO,4155157728,CA,PO BOX 194607,94119-4607
VITALANT,SAN FRANCISCO,4155676400,CA,555 BUCKINGHAM WAY,94132
VITAS HEALTHCARE,SAN FRANCISCO,4158744400,CA,"1388 SUTTER ST., SUITE 700",94109
WABELLA,SAN FRANCISCO,6502298482,CA,3360 23RD ST.,94110
WALGREEN COMPANY,SAN MATEO,6503481734,CA,151 EAST THIRD AVE.,94401
WALKER DUNHAM CORPORATION,SAN FRANCISCO,4158213070,CA,445 BARNEVELD AVE.,94124
WALKERSHAW CLOTHING/WALKERSHAW MAN,SAN FRANCISCO,4156950590,CA,4010 24TH ST.,94114
WASHBOX - GEOSENTINEL INC,GREAT NECK,9179383431,NY,"98 CUTTERMILL RD., SUITE 466",11021
WATERBAR,SAN FRANCISCO,4152849922,CA,399 THE EMBARCADERO,94105
WAVESPOT,WALNUT CREEK,9252260440,CA,"1255 TREAT BLVD., STE. 300",94597
WAYFARE TAVERN,SAN FRANCISCO,4157729060,CA,558 SACRAMENTO ST.,94111
WAYMO,MOUNTAIN VIEW,8444200595,CA,100 MAYFIELD AVE.,94043
WEBCOR BUILDERS,SAN FRANCISCO,4159781000,CA,"207 KING ST., STE. 300",94107
WELLS FARGO,SAN FRANCISCO,8004414932,CA,420 MONTGOMERY STREET,94104
WESTERN REGIONAL MINORITY SUPPLIER DEVELOPMENT COUNCIL / WRMSDC,OAKLAND,5106862555,CA,"80 SWAN WAY, #245",94621
WESTERN TEXTILE &AMP; MFG. CO.,SAUSALITO,4152252010,CA,"1750 BRIDGEWAY, STE. B207",94965
"WESTON WEAR, INC.",SO. SAN FRANCISCO,4155508869,CA,"389 OYSTER POINT BLVD., STE. 8",94080
WHOLE FOODS MARKET,EMERYVILLE,5104287400,CA,"5980 HORTON ST., STE. 200",94608
WHOLE FOODS MARKET - CASTRO,SAN FRANCISCO,4156261430,CA,2001 MARKET ST.,94114
WHOLE FOODS MARKET - FRANKLIN,SAN FRANCISCO,4156740500,CA,1765 CALIFORNIA ST.,94109
WHOLE FOODS MARKET - HAIGHT,SAN FRANCISCO,4158766740,CA,690 STANYAN ST.,94117
WHOLE FOODS MARKET - NOE VALLEY,SAN FRANCISCO,4152824700,CA,3950 24TH ST.,94114
WHOLE FOODS MARKET - OCEAN,SAN FRANCISCO,4153337400,CA,1150 OCEAN AVE.,94112
WHOLE FOODS MARKET - POTRERO HILL,SAN FRANCISCO,4155521155,CA,450 RHODE ISLAND ST.,94107
WHOLE FOODS MARKET - SOMA,SAN FRANCISCO,4156180066,CA,399 FOURTH ST.,94107
WHOLE FOODS MARKET - STONESTOWN,SAN FRANCISCO,4153754242,CA,"3251 20TH AVE., SUITE 340",94132
WHOLE FOODS MARKET - TRINITY PLACE,SAN FRANCISCO,4153547555,CA,1185 MARKET ST.,94103
WILBUR-ELLIS COMPANY &AMP; CONNELL BROS.,SAN FRANCISCO,4157724000,CA,"345 CALIFORNIA ST., 27TH FLR.",94104
WILCOX FOODS,SAN FRANCISCO,4152824116,CA,2200 OAKDALE AVE.,94124
WILDEBEEST,SAN FRANCISCO,4153902584,CA,"3435 CESAR CHAVEZ ST., #328",94110
"WILLIAMS-SONOMA, INC.",SAN FRANCISCO,4154217900,CA,3250 VAN NESS AVE.,94109
WIPEOUT BAR &AMP; GRILL,SAN FRANCISCO,4159865966,CA,"PIER 39, SPACE A02",94133
WOLF&AMP;BEAR WORKSHOP,SAN FRANCISCO,7135601545,CA,"236 CLARA ST., UNIT 3",94107
WOOD THUMB,SAN FRANCISCO,4155955969,CA,"3288 21ST ST., #51",94110
WORDS &AMP; WATERCOLORS,SAN FRANCISCO,4152971917,CA,1407 INDIANA ST.,94107
WORKING SOLUTIONS,SAN FRANCISCO,4157801217,CA,"930 MONTGOMERY ST., STE. 400",94133
WORLD AFFAIRS COUNCIL OF NORTHERN CALIFORNIA,SAN FRANCISCO,4152934600,CA,"312 SUTTER ST., STE. 200",94108
WORLD SAVVY,SAN FRANCISCO,,CA,"600 CALIFORNIA ST., 11TH FLOOR",94108
WSP USA ENVIRONMENT &AMP; INFRASTRUCTURE INC.,SAN FRANCISCO,4155438422,CA,"44 MONTGOMERY STREET, SUITE 1430",94104
"YELLOW OWL WORKSHOP, INC.",SAN FRANCISCO,4152822025,CA,"650 FLORIDA ST., UNIT E",94110
YERBA BUENA ALLIANCE,SAN FRANCISCO,4155410312,CA,"735 MARKET ST., 2ND FLR.",94103
YERBA BUENA COMMUNITY BENEFIT DISTRICT,SAN FRANCISCO,4156440728,CA,750 HOWARD STREET,94103
YMCA OF SAN FRANCISCO,SAN FRANCISCO,4157779622,CA,169 STEUART STREET,94105
YOCONUT DAIRY FREE,SOUTH SAN FRANCISCO,4155989626,CA,158 SOUTH SPRUCE AVE.,94080
YOUNG DENTAL SF GROUP,SAN FRANCISCO,4153928611,CA,"490 POST ST., STE. 830",94102
YU &AMP; ASSOCIATES,SAN FRANCISCO,,CA,"235 MONTGOMERY ST., STE. 760",94104
Z. CIOCCOLATO,SAN FRANCISCO,4153959116,CA,474 COLUMBUS AVE.,94133
ZAUBEN INC.,CHICAGO,,IL,"222 WEST MERCHANDISE MART PLAZA, SUITE 121",60605
ZEEHAUS INC.,SAN FRANCISCO,4158518552,CA,"1390 MARKET ST., SUITE 200",94102
ZILLOW,SAN FRANCISCO,,CA,"102 HOWARD ST., STE. 213",94105
ZOMADIC,SAN FRANCISCO,4154076793,CA,"2901 MARIPOSA ST., STE. 15",94110
ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL AND TRAUMA CENTER,SAN FRANCISCO,4152068000,CA,1001 POTRERO AVE.,94110
